MuseumList_20251106,,,,,,
名称,都道府県,市区町村,登録状況,設置者,館種,公式HP
○和歌山大学紀州経済史文化史研究所,和歌山県,和歌山市,指定施設,国立大学法人,歴史,https://www.wakayama-u.ac.jp/kisyuken/
◎倉吉博物館・倉吉歴史民俗資料館,鳥取県,倉吉市,登録博物館,市区町村立,総合,https://www.city.kurayoshi.lg.jp/kurahaku/
◎鳥取県立博物館,鳥取県,鳥取市,登録博物館,都道府県立,総合,https://www.pref.tottori.lg.jp/museum/
鳥取市こども科学館,鳥取県,鳥取市,登録博物館,市区町村立,科学,https://tottori-shinkoukai.or.jp/kodomokagaku/
◎鳥取市さじアストロパーク,鳥取県,鳥取市,登録博物館,市区町村立,科学,https://www.city.tottori.lg.jp/www/contents/1425466200201/
◎鳥取市歴史博物館（やまびこ館）,鳥取県,鳥取市,登録博物館,市区町村立,歴史,http://www.tbz.or.jp/yamabikokan/
鳥取民藝美術舘,鳥取県,鳥取市,登録博物館,公益財団法人,美術,https://mingei.exblog.jp/
◎渡辺美術館,鳥取県,鳥取市,登録博物館,公益財団法人,美術,https://watart.jp/
米子市美術館,鳥取県,米子市,登録博物館,市区町村立,美術,http://www.yonagobunka.net/y-moa/
◎米子市立山陰歴史館,鳥取県,米子市,登録博物館,市区町村立,歴史,http://www.yonagobunka.net/rekishi/
◎出雲市立平田本陣記念館,島根県,出雲市,登録博物館,市区町村立,歴史,https://www.izumo-zaidan.jp/honjin/
◎出雲文化伝承館,島根県,出雲市,登録博物館,市区町村立,美術,https://www.izumo-zaidan.jp/izumodenshokan/
◎出雲弥生の森博物館,島根県,出雲市,登録博物館,市区町村立,歴史,https://www.city.izumo.shimane.jp/www/contents/1244161923233/index.html
今岡美術館,島根県,出雲市,登録博物館,一般財団法人,美術,http://www.imaoka-museum.jp/
◎島根県立古代出雲歴史博物館,島根県,出雲市,登録博物館,都道府県立,歴史,https://www.izm.ed.jp/
手錢美術館,島根県,出雲市,登録博物館,公益財団法人,美術,https://www.tezenmuseum.com/
公益財団法人亀井温故館,島根県,鹿足郡津和野町,登録博物館,公益財団法人,歴史,http://www.kamei-onkokan.jp/page001/entrance.html
絲原記念館,島根県,仁多郡奥出雲町,登録博物館,公益財団法人,歴史,http://itoharas.com/
奥出雲多根自然博物館,島根県,仁多郡奥出雲町,登録博物館,公益財団法人,科学,http://tanemuseum.jp/
可部屋集成館,島根県,仁多郡奥出雲町,登録博物館,公益財団法人,歴史,http://kabeya-syuseikan.com/
◎石見安達美術館,島根県,浜田市,登録博物館,公益財団法人,美術,http://www2.crosstalk.or.jp/shinmachi/a8/
浜田市世界こども美術館創作活動館,島根県,浜田市,登録博物館,市区町村立,美術,https://www.hamada-kodomo-art.com/
浜田市立石正美術館,島根県,浜田市,登録博物館,市区町村立,美術,http://www.sekisho-art-museum.jp/
島根県立石見美術館,島根県,益田市,登録博物館,都道府県立,美術,https://www.grandtoit.jp/museum/
安部榮四郎記念館,島根県,松江市,登録博物館,公益財団法人,美術,https://izumomingeishi.com/abeeishirou/
島根県立美術館,島根県,松江市,登録博物館,都道府県立,美術,https://www.shimane-art-museum.jp/
◎田部美術館,島根県,松江市,登録博物館,公益財団法人,美術,https://www.tanabe-museum.or.jp/
松江歴史館,島根県,松江市,登録博物館,市区町村立,歴史,https://matsu-reki.jp/
足立美術館,島根県,安来市,登録博物館,公益財団法人,美術,https://www.adachi-museum.or.jp/
安来市加納美術館,島根県,安来市,登録博物館,市区町村立,美術,https://www.art-kano.jp/
和鋼博物館,島根県,安来市,登録博物館,市区町村立,歴史,https://wako-museum.jp/
出雲大社宝物殿,島根県,出雲市,指定施設,宗教法人,歴史,https://izumooyashiro.or.jp/precinct/keidai-index/shinkoden
島根県立宍道湖自然館（ゴビウス）,島根県,出雲市,指定施設,都道府県立,水族館,https://www.gobius.jp/
島根県立三瓶自然館,島根県,大田市,指定施設,都道府県立,科学,https://www.nature-sanbe.jp/sahimel/
島根県立しまね海洋館（アクアス）,島根県,浜田市,指定施設,都道府県立,水族館,https://aquas.or.jp/
◎井原市立平櫛田中美術館,岡山県,井原市,登録博物館,市区町村立,美術,https://www.city.ibara.okayama.jp/site/denchu-museum/
◎華鴒大塚美術館,岡山県,井原市,登録博物館,公益財団法人,美術,https://www.hanatori-museum.jp/
◎池田動物園,岡山県,岡山市,登録博物館,会社,動物園,https://ikedazoo.jp
犬島精錬所美術館,岡山県,岡山市,登録博物館,公益財団法人,歴史,https://benesse-artsite.jp/art/seirensho.html
◎岡山県立博物館,岡山県,岡山市,登録博物館,都道府県立,歴史,https://www.pref.okayama.jp/site/kenhaku/
◎岡山県立美術館,岡山県,岡山市,登録博物館,都道府県立,美術,https://okayama-kenbi.info/
◎岡山シティミュージアム,岡山県,岡山市,登録博物館,市区町村立,歴史,https://www.city.okayama.jp/okayama-city-museum/
岡山市立オリエント美術館,岡山県,岡山市,登録博物館,市区町村立,美術,https://www.city.okayama.jp/orientmuseum/
◎公益財団法人吉備路文学館,岡山県,岡山市,登録博物館,公益財団法人,歴史,http://www.kibiji.or.jp/
林原美術館,岡山県,岡山市,登録博物館,一般財団法人,美術,http://www.hayashibara-museumofart.jp/
夢二郷土美術館,岡山県,岡山市,登録博物館,公益財団法人,美術,https://yumeji-art-museum.com/
◎やかげ郷土美術館,岡山県,小田郡矢掛町,登録博物館,市区町村立,美術,https://museum.yakage-kyouiku.info/
◎笠岡市立竹喬美術館,岡山県,笠岡市,登録博物館,市区町村立,美術,https://www.city.kasaoka.okayama.jp/site/museum/
奈義町現代美術館,岡山県,勝田郡奈義町,登録博物館,市区町村立,美術,https://www.town.nagi.okayama.jp/moca/
◎大原美術館,岡山県,倉敷市,登録博物館,公益財団法人,美術,https://www.ohara.or.jp/
◎倉敷科学センター,岡山県,倉敷市,登録博物館,市区町村立,科学,https://kurakagaku.jp/
◎倉敷考古館,岡山県,倉敷市,登録博物館,公益財団法人,歴史,http://www.kurashikikoukokan.com/
◎倉敷市立自然史博物館,岡山県,倉敷市,登録博物館,市区町村立,科学,https://www.city.kurashiki.okayama.jp/musnat/
◎倉敷市立美術館,岡山県,倉敷市,登録博物館,市区町村立,美術,https://www.city.kurashiki.okayama.jp/kcam/
倉敷民藝館,岡山県,倉敷市,登録博物館,公益財団法人,美術,http://kurashiki-mingeikan.com/
野﨑家塩業歴史館,岡山県,倉敷市,登録博物館,公益財団法人,歴史,https://www.nozakike.or.jp/
瀬戸内市立美術館,岡山県,瀬戸内市,登録博物館,市区町村立,美術,https://www.city.setouchi.lg.jp/site/museum/
備前長船刀剣博物館,岡山県,瀬戸内市,登録博物館,市区町村立,歴史,https://www.city.setouchi.lg.jp/site/token/
高梁市成羽美術館,岡山県,高梁市,登録博物館,市区町村立,美術,https://nariwa-museum.or.jp/
高梁市歴史美術館,岡山県,高梁市,登録博物館,市区町村立,歴史,https://www.city.takahashi.lg.jp/site/takahashi-historical-museum/
市立玉野海洋博物館,岡山県,玉野市,登録博物館,市区町村立,水族館,https://www.city.tamano.lg.jp/site/kaihaku/
◎津山郷土博物館,岡山県,津山市,登録博物館,市区町村立,総合,http://www.tsu-haku.jp/
つやま自然のふしぎ館（津山科学教育博物館）,岡山県,津山市,登録博物館,公益財団法人,総合,http://www.fushigikan.jp/
◎津山洋学資料館,岡山県,津山市,登録博物館,市区町村立,歴史,http://www.tsuyama-yougaku.jp/
新見美術館,岡山県,新見市,登録博物館,市区町村立,美術,https://niimi-museum.or.jp/
BIZEN中南米美術館,岡山県,備前市,登録博物館,一般財団法人,美術,https://www.latinamerica.jp/
岡山天文博物館,岡山県,浅口市,指定施設,市区町村立,科学,http://ww1.city.asakuchi.okayama.jp/museum/
岡山市半田山植物園,岡山県,岡山市,指定施設,市区町村立,植物園,https://www.okayama-park.or.jp/handayama/
◎筆の里工房,広島県,安芸郡熊野町,登録博物館,市区町村立,歴史,https://fude.or.jp/jp/
安芸高田市歴史民俗博物館,広島県,安芸高田市,登録博物館,市区町村立,歴史,https://www.akitakata.jp/ja/hakubutsukan/
◎下瀬美術館,広島県,大竹市,登録博物館,一般財団法人,美術,https://www.simose-museum.jp/
尾道市立美術館,広島県,尾道市,登録博物館,市区町村立,美術,https://www.onomichi-museum.jp/
耕三寺博物館,広島県,尾道市,登録博物館,宗教法人,美術,https://www.kousanji.or.jp/
平山郁夫美術館,広島県,尾道市,登録博物館,市区町村立,美術,https://hirayama-museum.or.jp/
◎呉市立美術館,広島県,呉市,登録博物館,市区町村立,美術,https://www.kure-bi.jp/
庄原市帝釈峡博物展示施設　時悠館,広島県,庄原市,登録博物館,市区町村立,総合,https://www.city.shobara.hiroshima.jp/main/education/shisetsu/cat01/cat/index.html
庄原市立比和自然科学博物館,広島県,庄原市,登録博物館,市区町村立,科学,https://www.city.shobara.hiroshima.jp/main/education/shisetsu/cat01/01/
厳島神社宝物館,広島県,廿日市市,登録博物館,宗教法人,美術,
◎公益財団法人ウッドワン美術館,広島県,廿日市市,登録博物館,公益財団法人,美術,https://www.woodone-museum.jp/
◎海の見える杜美術館,広島県,廿日市市,登録博物館,宗教法人,美術,https://www.umam.jp/
仙石庭園庭石ミュージアム,広島県,東広島市,登録博物館,公益財団法人,科学,https://senseki.org/
東広島市立美術館,広島県,東広島市,登録博物館,市区町村立,美術,https://hhmoa.jp/
泉美術館,広島県,広島市,登録博物館,公益財団法人,美術,http://www.izumi-museum.jp/
◎広島県立美術館,広島県,広島市,登録博物館,都道府県立,美術,https://www.hpam.jp/
広島市江波山気象館,広島県,広島市,登録博物館,市区町村立,科学,https://www.ebayama.jp/
◎広島市郷土資料館,広島県,広島市,登録博物館,市区町村立,総合,http://www.cf.city.hiroshima.jp/kyodo/
◎広島市交通科学館（ヌマジ交通ミュージアム）,広島県,広島市,登録博物館,市区町村立,科学,https://www.vehicle.city.hiroshima.jp/
◎広島市こども文化科学館,広島県,広島市,登録博物館,市区町村立,科学,http://www.pyonta.city.hiroshima.jp/
ひろしま美術館,広島県,広島市,登録博物館,公益財団法人,美術,https://www.hiroshima-museum.jp/
◎頼山陽史跡資料館（広島県立歴史博物館分館）,広島県,広島市,登録博物館,都道府県立,歴史,https://www.pref.hiroshima.lg.jp/site/raisanyou/
しぶや美術館,広島県,福山市,登録博物館,公益財団法人,美術,https://vessel-group.co.jp/shibuya-museum/
◎広島県立歴史博物館,広島県,福山市,登録博物館,都道府県立,歴史,https://www.pref.hiroshima.lg.jp/site/rekishih/
福山市しんいち歴史民俗博物館,広島県,福山市,登録博物館,市区町村立,歴史,https://www.city.fukuyama.hiroshima.jp/soshiki/shinichi-rekimin/
福山自動車時計博物館,広島県,福山市,登録博物館,公益財団法人,科学,https://www.facm.net/
福山市立福山城博物館,広島県,福山市,登録博物館,市区町村立,歴史,https://fukuyamajo.jp/
ふくやま美術館,広島県,福山市,登録博物館,市区町村立,美術,https://www.city.fukuyama.hiroshima.jp/site/fukuyama-museum/
◎広島県立歴史民俗資料館,広島県,三次市,登録博物館,都道府県立,歴史,https://www.pref.hiroshima.lg.jp/site/rekimin/
○アートギャラリーミヤウチ,広島県,廿日市市,指定施設,公益財団法人,美術,https://miyauchiaf.or.jp/
宮島水族館,広島県,廿日市市,指定施設,市区町村立,水族館,https://www.miyajima-aqua.jp/
広島大学総合博物館,広島県,東広島市,指定施設,国立大学法人,総合,https://www.digital-museum.hiroshima-u.ac.jp/~humuseum/
広島市安佐動物公園,広島県,広島市,指定施設,市区町村立,動物園,http://www.asazoo.jp/
広島市現代美術館,広島県,広島市,指定施設,市区町村立,美術,https://www.hiroshima-moca.jp/
広島城,広島県,広島市,指定施設,市区町村立,歴史,https://www.rijo-castle.jp/
広島市立大学芸術資料館,広島県,広島市,指定施設,公立大学付属,美術,http://museum.hiroshima-cu.ac.jp/index.cgi/ja
福山市立動物園,広島県,福山市,指定施設,市区町村立,動物園,https://www.fukuyamazoo.jp/index.php
岩国徴古館,山口県,岩国市,登録博物館,市区町村立,歴史,https://www.city.iwakuni.lg.jp/site/chokokan/
柏原美術館,山口県,岩国市,登録博物館,公益財団法人,歴史,https://www.kashiwabara-museum.jp/
吉川報こう会　吉川史料館,山口県,岩国市,登録博物館,公益財団法人,歴史,https://www.kikkawa7.or.jp/
宇部市学びの森くすのき,山口県,宇部市,登録博物館,市区町村立,総合,https://www.city.ube.yamaguchi.jp/koukyouannai/shisetsu_kyouiku/1009905.html
下関市立考古博物館,山口県,下関市,登録博物館,市区町村立,歴史,https://www.shimo-kouko.jp/
下関市立美術館,山口県,下関市,登録博物館,市区町村立,美術,https://www.city.shimonoseki.lg.jp/site/art/
下関市立歴史博物館,山口県,下関市,登録博物館,市区町村立,歴史,https://www.shimohaku.jp/
周南市美術博物館,山口県,周南市,登録博物館,市区町村立,美術,http://s-bunka.jp/bihaku/
熊谷美術館,山口県,萩市,登録博物館,公益財団法人,美術,https://kumaya.art/
萩陶芸美術館　吉賀大眉記念館,山口県,萩市,登録博物館,公益財団法人,美術,http://www.taibi-hagi.jp/
萩博物館,山口県,萩市,登録博物館,市区町村立,総合,https://hagimuseum.jp/
防府市青少年科学館,山口県,防府市,登録博物館,市区町村立,科学,https://solar-hofu.com
毛利博物館,山口県,防府市,登録博物館,公益財団法人,歴史,https://www.c-able.ne.jp/~mouri-m/
美祢市立秋吉台科学博物館,山口県,美祢市,登録博物館,市区町村立,科学,https://akihaku.jimdofree.com/
のむら美術館,山口県,山口市,登録博物館,公益財団法人,美術,https://yamaguchi-tourism.jp/spot/detail_12223.html
◎山口県立山口博物館,山口県,山口市,登録博物館,都道府県立,総合,https://www.yamahaku.pref.yamaguchi.lg.jp/
緑と花と彫刻の博物館,山口県,宇部市,指定施設,市区町村立,植物園,https://www.tokiwapark.jp/museum/
下関市立しものせき水族館海響館,山口県,下関市,指定施設,市区町村立,水族館,http://www.kaikyokan.com/
梅光学院大学博物館,山口県,下関市,指定施設,私立学校法人,歴史,
周南市徳山動物園,山口県,周南市,指定施設,市区町村立,動物園,https://tokuyama-zoo.jp/
山口県立萩美術館・浦上記念館,山口県,萩市,指定施設,都道府県立,美術,https://hum-web.jp/
秋吉台自然動物公園,山口県,美祢市,指定施設,会社,動物園,https://www.safariland.jp/
山口県立美術館,山口県,山口市,指定施設,都道府県立,美術,https://y-pam.jp/
松茂町歴史民俗資料館・人形浄瑠璃芝居資料館,徳島県,板野郡松茂町,登録博物館,市区町村立,歴史,http://joruri.jp/
三木文庫,徳島県,板野郡松茂町,登録博物館,公益社団法人,歴史,https://www.mikibunko.jp/
◎徳島県立近代美術館,徳島県,徳島市,登録博物館,都道府県立,美術,https://art.bunmori.tokushima.jp/
◎徳島県立鳥居龍蔵記念博物館,徳島県,徳島市,登録博物館,都道府県立,歴史,https://torii-museum.bunmori.tokushima.jp/default.htm
◎徳島県立博物館,徳島県,徳島市,登録博物館,都道府県立,総合,https://museum.bunmori.tokushima.jp/
徳島市立考古資料館,徳島県,徳島市,登録博物館,市区町村立,歴史,http://www.tokushima-kouko.jp/
徳島市立徳島城博物館,徳島県,徳島市,登録博物館,市区町村立,歴史,https://www.city.tokushima.tokushima.jp/johaku/
大塚国際美術館,徳島県,鳴門市,登録博物館,一般財団法人,美術,https://o-museum.or.jp/
美波町日和佐うみがめ博物館,徳島県,海部郡美波町,指定施設,市区町村立,科学,https://caretta.town.minami.lg.jp/
とくしま動物園,徳島県,徳島市,指定施設,市区町村立,動物園,https://tokushimazoo.jp/
阿波和紙伝統産業会館,徳島県,吉野川市,指定施設,一般財団法人,総合,http://www.awagami.or.jp/
地中美術館,香川県,香川郡直島町,登録博物館,公益財団法人,美術,https://benesse-artsite.jp/art/chichu.html
李禹煥美術館,香川県,香川郡直島町,登録博物館,公益財団法人,美術,https://benesse-artsite.jp/art/lee-ufan.html
◎鎌田共済会郷土博物館,香川県,坂出市,登録博物館,公益財団法人,総合,https://kamahaku.jp/
イサム・ノグチ庭園美術館,香川県,高松市,登録博物館,公益財団法人,美術,http://www.isamunoguchi.or.jp/
香川県立ミュージアム,香川県,高松市,登録博物館,都道府県立,歴史,https://www.pref.kagawa.lg.jp/kmuseum/kmuseum/index.html
◎四国民家博物館（四国村ミウゼアム）,香川県,高松市,登録博物館,公益財団法人,野外博物館,https://www.shikokumura.or.jp/
高松市石の民俗資料館,香川県,高松市,登録博物館,市区町村立,歴史,https://www.city.takamatsu.kagawa.jp/kurashi/kosodate/bunka/ishimin/index.html
◎高松市美術館,香川県,高松市,登録博物館,市区町村立,美術,https://www.city.takamatsu.kagawa.jp/museum/takamatsu/
ナガレスタジオ「流政之美術館」,香川県,高松市,登録博物館,公益財団法人,美術,https://nagarestudio.jp/#1
美術館「川島猛アートファクトリー」,香川県,高松市,登録博物館,公益財団法人,美術,https://kawashima-af.com/
琴平海洋博物館,香川県,仲多度郡琴平町,登録博物館,公益財団法人,歴史,https://kotohira.kaiyohakubutukan.or.jp/
金刀比羅宮博物館,香川県,仲多度郡琴平町,登録博物館,宗教法人,総合,http://www.konpira.or.jp/
四国水族館,香川県,綾歌郡宇多津町,指定施設,会社,水族館,https://shikoku-aquarium.jp/
○池川彫刻美術館,香川県,木田郡三木町,指定施設,一般財団法人,美術,https://www.ikegawa-museum.or.jp
○香川大学博物館,香川県,高松市,指定施設,国立大学法人,総合,https://www.museum.kagawa-u.ac.jp
新屋島水族館,香川県,高松市,指定施設,会社,水族館,https://r.goope.jp/new-yashima-aq
高松市歴史資料館,香川県,高松市,指定施設,市区町村立,歴史,http://www.city.takamatsu.kagawa.jp/kurashi/kosodate/bunka/rekishi/index.html
今治市大三島美術館本館　今治市大三島美術館別館　今治市　岩田健　母と子のミュージアム　今治市大三島美術館別館　ところミュージアム大三島,愛媛県,今治市,登録博物館,市区町村立,美術,https://www.city.imabari.ehime.jp/museum/omishima/
今治市村上海賊ミュージアム,愛媛県,今治市,登録博物館,市区町村立,歴史,https://www.city.imabari.ehime.jp/museum/suigun/
愛媛文華館,愛媛県,今治市,登録博物館,公益財団法人,美術,https://ehimebunkakan.jp/
大三島海事博物館,愛媛県,今治市,登録博物館,一般財団法人,総合,https://www.city.imabari.ehime.jp/kanko/spot/?a=242
大山祇神社宝物館,愛媛県,今治市,登録博物館,宗教法人,歴史,https://oomishimagu.jp/treasure/
宇和島市立伊達博物館,愛媛県,宇和島市,登録博物館,市区町村立,歴史,https://www.city.uwajima.ehime.jp/site/datehaku-top/
大洲市立博物館,愛媛県,大洲市,登録博物館,市区町村立,総合,https://www.ozu-museum.com/
◎四国中央市歴史考古博物館―高原ミュージアム―,愛媛県,四国中央市,登録博物館,市区町村立,歴史,https://www.kaminomachi.or.jp/facility/museum/
愛媛県歴史文化博物館,愛媛県,西予市,登録博物館,都道府県立,歴史,https://www.i-rekihaku.jp/
◎愛媛民芸館,愛媛県,西条市,登録博物館,公益財団法人,美術,https://ehimemingeikan.jp/
東温市立歴史民俗資料館,愛媛県,東温市,登録博物館,市区町村立,歴史,https://www.city.toon.ehime.jp/soshiki/23/2431.html
愛媛県総合科学博物館,愛媛県,新居浜市,登録博物館,都道府県立,科学,https://www.i-kahaku.jp/
◎新居浜市美術館,愛媛県,新居浜市,登録博物館,市区町村立,美術,https://www.city.niihama.lg.jp/soshiki/bijutu/
◎伊方町文化交流施設　佐田岬半島ミュージアム,愛媛県,西宇和郡伊方町,登録博物館,市区町村立,歴史,https://sadamisakihanto-museum.jp/
◎伊丹十三記念館,愛媛県,松山市,登録博物館,公益財団法人,美術,https://itami-kinenkan.jp/
愛媛県美術館,愛媛県,松山市,登録博物館,都道府県立,美術,https://www.ehime-art.jp/
◎松山市考古館,愛媛県,松山市,登録博物館,市区町村立,歴史,https://www.cul-spo.or.jp/koukokan/
松山市立子規記念博物館,愛媛県,松山市,登録博物館,市区町村立,歴史,https://shiki-museum.com/
愛媛県立とべ動物園,愛媛県,伊予郡砥部町,指定施設,都道府県立,動物園,https://www.tobezoo.com/
久万高原町立久万美術館,愛媛県,上浮穴郡久万高原町,指定施設,市区町村立,美術,https://www.kumakogen.jp/site/muse/
○西条市立西条郷土博物館,愛媛県,西条市,指定施設,市区町村立,総合,https://www.saijo-museum.com/
高畠華宵大正ロマン館,愛媛県,東温市,指定施設,会社,美術,https://www.kashomuseum.org/
○新居浜市広瀬歴史記念館,愛媛県,新居浜市,指定施設,市区町村立,歴史,https://www.city.niihama.lg.jp/soshiki/hirose/
松山市坂の上の雲ミュージアム,愛媛県,松山市,指定施設,市区町村立,歴史,https://www.sakanouenokumomuseum.jp/
安芸市立書道美術館,高知県,安芸市,登録博物館,市区町村立,美術,https://www.city.aki.kochi.jp/life/dtl.php?hdnKey=49
桂浜水族館,高知県,高知市,登録博物館,公益社団法人,水族館,https://katurahama-aq.jp/
高知県立美術館,高知県,高知市,登録博物館,都道府県立,美術,https://moak.jp/
佐川町立青山文庫,高知県,高岡郡佐川町,登録博物館,市区町村立,歴史,https://seizanbunko.com/
高知県立歴史民俗資料館,高知県,南国市,登録博物館,都道府県立,歴史,https://kochi-rekimin.jp/index.html
◎むろと廃校水族館（むろと海の学校）,高知県,室戸市,登録博物館,市区町村立,水族館,https://www.city.muroto.kochi.jp/pages/page0343.php
安芸市立歴史民俗資料館,高知県,安芸市,指定施設,市区町村立,歴史,https://www.city.aki.kochi.jp/rekimin/
香美市立美術館,高知県,香美市,指定施設,市区町村立,美術,https://www.city.kami.lg.jp/site/bijutukan/
香美市立やなせたかし記念館アンパンマンミュージアム,高知県,香美市,指定施設,市区町村立,美術,https://anpanman-museum.net/
高知県立高知城歴史博物館,高知県,高知市,指定施設,都道府県立,歴史,https://www.kochi-johaku.jp/
高知県立坂本龍馬記念館,高知県,高知市,指定施設,都道府県立,歴史,https://ryoma-kinenkan.jp/
高知県立牧野植物園,高知県,高知市,指定施設,都道府県立,植物園,https://www.makino.or.jp/
高知市立自由民権記念館,高知県,高知市,指定施設,市区町村立,歴史,https://www.i-minken.jp/
横山隆一記念まんが館,高知県,高知市,指定施設,市区町村立,美術,http://www.kfca.jp/mangakan/
わんぱーくこうちアニマルランド,高知県,高知市,指定施設,市区町村立,動物園,https://www.city.kochi.kochi.jp/deeps/17/1712/animal/
高知県立のいち動物公園,高知県,香南市,指定施設,都道府県立,動物園,https://noichizoo.or.jp/
宿毛市立宿毛歴史館,高知県,宿毛市,指定施設,市区町村立,歴史,https://www.city.sukumo.kochi.jp/docs-26/p010804.html
朝倉市秋月博物館,福岡県,朝倉市,登録博物館,市区町村立,歴史,https://www.city.asakura.lg.jp/www/contents/1398210163709/index.html
糸島市立伊都国歴史博物館,福岡県,糸島市,登録博物館,市区町村立,歴史,https://www.city.itoshima.lg.jp/m043/010/index.html
古賀政男音楽博物館分館　古賀政男記念館,福岡県,大川市,登録博物館,一般財団法人,歴史,https://www.city.okawa.lg.jp/090/050/010/
◎大野城心のふるさと館,福岡県,大野城市,登録博物館,市区町村立,総合,https://www.onojo-occm.jp
九州歴史資料館,福岡県,小郡市,登録博物館,都道府県立,歴史,https://kyureki.jp/
◎出光美術館（門司）,福岡県,北九州市,登録博物館,公益財団法人,美術,http://s-idemitsu-mm.or.jp/
◎北九州市平和のまちミュージアム,福岡県,北九州市,登録博物館,市区町村立,歴史,https://kitakyushu-peacemuseum.jp/
◎北九州市漫画ミュージアム,福岡県,北九州市,登録博物館,市区町村立,美術,https://www.ktqmm.jp/
◎北九州市立自然史・歴史博物館（いのちのたび博物館）,福岡県,北九州市,登録博物館,市区町村立,総合,https://www.kmnh.jp/
◎北九州市立長崎街道木屋瀬宿記念館,福岡県,北九州市,登録博物館,市区町村立,歴史,https://koyanose.jp/
◎北九州市立美術館,福岡県,北九州市,登録博物館,市区町村立,美術,https://kmma.jp/
◎北九州市立文学館,福岡県,北九州市,登録博物館,市区町村立,歴史,https://www.kitakyushucity-bungakukan.jp/
◎北九州市立松本清張記念館,福岡県,北九州市,登録博物館,市区町村立,歴史,https://www.seicho-mm.jp/
◎小倉城庭園,福岡県,北九州市,登録博物館,市区町村立,歴史,https://www.kokura-castle.jp/kokura-garden/
鞍手町歴史民俗博物館,福岡県,鞍手郡鞍手町,登録博物館,市区町村立,歴史,https://www.town.kurate.lg.jp/bunka/gyomu.html
田川市石炭・歴史博物館,福岡県,田川市,登録博物館,市区町村立,歴史,https://www.joho.tagawa.fukuoka.jp/list00784.html
太宰府天満宮宝物殿,福岡県,太宰府市,登録博物館,宗教法人,歴史,https://keidai.art/houmotsuden
筑紫野市歴史博物館（ふるさと館ちくしの）,福岡県,筑紫野市,登録博物館,市区町村立,歴史,https://www.city.chikushino.fukuoka.jp/soshiki/48/3550.html
亀陽文庫　能古博物館,福岡県,福岡市,登録博物館,公益財団法人,歴史,https://nokonoshima-museum.or.jp/
福岡アジア美術館,福岡県,福岡市,登録博物館,市区町村立,美術,https://faam.city.fukuoka.lg.jp/
福岡県立美術館,福岡県,福岡市,登録博物館,都道府県立,美術,https://fukuoka-kenbi.jp/
福岡市博物館,福岡県,福岡市,登録博物館,市区町村立,歴史,http://museum.city.fukuoka.jp/
◎福岡市美術館,福岡県,福岡市,登録博物館,市区町村立,美術,https://www.fukuoka-art-museum.jp/
福岡市埋蔵文化財センター,福岡県,福岡市,登録博物館,市区町村立,歴史,https://bunkazai.city.fukuoka.lg.jp/maibun/
◎マリンワールド海の中道（海の中道海洋生態科学館）,福岡県,福岡市,登録博物館,会社,水族館,https://marine-world.jp/
みやこ町歴史民俗博物館,福岡県,京都郡みやこ町,登録博物館,市区町村立,歴史,https://www.town.miyako.lg.jp/rekisiminnzoku/kankou/spot/hakubutukan.html
立花家史料館,福岡県,柳川市,登録博物館,公益財団法人,歴史,http://www.tachibana-museum.jp/
秋月美術館,福岡県,朝倉市,指定施設,公益財団法人,美術,http://akizuki-foundation.or.jp/museum
福岡県立糸島高等学校郷土博物館,福岡県,糸島市,指定施設,都道府県立,歴史,https://itoshima.fku.ed.jp/feature/museum/
久留米市美術館　石橋正二郎記念館,福岡県,久留米市,指定施設,市区町村立,美術,https://www.ishibashi-bunka.jp/kcam/
福岡県青少年科学館,福岡県,久留米市,指定施設,都道府県立,科学,http://www.science.pref.fukuoka.jp/
○九州国立博物館,福岡県,太宰府市,指定施設,独立行政法人,歴史,https://www.kyuhaku.jp/
九州産業大学美術館,福岡県,福岡市,指定施設,私立大学付属,美術,https://www.kyusan-u.ac.jp/ksumuseum/
九州大学総合研究博物館,福岡県,福岡市,指定施設,国立大学法人,総合,http://www.museum.kyushu-u.ac.jp/
西南学院大学博物館,福岡県,福岡市,指定施設,私立大学付属,歴史,http://www.seinan-gu.ac.jp/museum/
福岡市動植物園,福岡県,福岡市,指定施設,市区町村立,動・水・植物園,https://zoo.city.fukuoka.lg.jp/
祐徳博物館,佐賀県,鹿島市,登録博物館,宗教法人,歴史,https://www.yutokusan.jp/about/museum/
佐賀県立名護屋城博物館,佐賀県,唐津市,登録博物館,都道府県立,歴史,https://saga-museum.jp/nagoya/
佐賀県立佐賀城本丸歴史館,佐賀県,佐賀市,登録博物館,都道府県立,歴史,https://saga-museum.jp/sagajou/
佐賀県立博物館,佐賀県,佐賀市,登録博物館,都道府県立,総合,https://saga-museum.jp/museum/
佐賀県立美術館,佐賀県,佐賀市,登録博物館,都道府県立,美術,https://saga-museum.jp/museum/
徴古館,佐賀県,佐賀市,登録博物館,公益財団法人,歴史,https://www.nabeshima.or.jp/main/
陽光美術館,佐賀県,武雄市,登録博物館,公益財団法人,美術,https://www.yokomuseum.jp/
中冨記念くすり博物館,佐賀県,鳥栖市,登録博物館,公益財団法人,歴史,https://nakatomi-museum.or.jp/
有田陶磁美術館,佐賀県,西松浦郡有田町,登録博物館,市区町村立,美術,https://www.town.arita.lg.jp/kiji0031926/index.html
