MuseumList_20251106,,,,,,
名称,都道府県,市区町村,登録状況,設置者,館種,公式HP
○立命館大学国際平和ミュージアム,京都府,京都市,指定施設,私立大学付属,歴史,https://rwp-museum.jp/
龍谷大学龍谷ミュージアム,京都府,京都市,指定施設,私立大学付属,歴史,https://museum.ryukoku.ac.jp/
龍安寺,京都府,京都市,指定施設,宗教法人,美術,http://www.ryoanji.jp/smph/
京都大学フィールド科学教育研究センター舞鶴水産実験所水産生物標本館,京都府,舞鶴市,指定施設,国立大学法人,科学,https://www.maizuru.marine.kais.kyoto-u.ac.jp/
舞鶴引揚記念館,京都府,舞鶴市,指定施設,市区町村立,歴史,https://m-hikiage-museum.jp/
逸翁美術館,大阪府,池田市,登録博物館,公益財団法人,美術,http://www.hankyu-bunka.or.jp/itsuo-museum/
和泉市久保惣記念美術館,大阪府,和泉市,登録博物館,市区町村立,美術,https://www.ikm-art.jp/
大阪府立弥生文化博物館,大阪府,和泉市,登録博物館,都道府県立,歴史,https://yayoi-bunka.com/
◎大阪市立科学館,大阪府,大阪市,登録博物館,地方独立行政法人,科学,https://www.sci-museum.jp/
◎大阪市立自然史博物館,大阪府,大阪市,登録博物館,地方独立行政法人,科学,https://omnh.jp/
◎大阪市立東洋陶磁美術館,大阪府,大阪市,登録博物館,地方独立行政法人,美術,https://www.moco.or.jp/
◎大阪市立美術館,大阪府,大阪市,登録博物館,地方独立行政法人,美術,https://www.osaka-art-museum.jp/
◎大阪中之島美術館,大阪府,大阪市,登録博物館,地方独立行政法人,美術,https://nakka-art.jp/
◎大阪歴史博物館,大阪府,大阪市,登録博物館,地方独立行政法人,歴史,https://www.osakamushis.jp/
中之島香雪美術館,大阪府,大阪市,登録博物館,公益財団法人,美術,https://www.kosetsu-museum.or.jp/nakanoshima/
藤田美術館,大阪府,大阪市,登録博物館,公益財団法人,美術,https://fujita-museum.or.jp/
湯木美術館,大阪府,大阪市,登録博物館,公益財団法人,美術,http://www.yuki-museum.or.jp/
貝塚市立自然遊学館,大阪府,貝塚市,登録博物館,市区町村立,科学,https://www.city.kaizuka.lg.jp/shizen/index.html
小谷城郷土館,大阪府,堺市,登録博物館,一般財団法人,総合,https://www.kotanijo.jp/
堺市博物館,大阪府,堺市,登録博物館,市区町村立,歴史,https://www.city.sakai.lg.jp/kanko/hakubutsukan/
シマノ自転車博物館,大阪府,堺市,登録博物館,公益財団法人,歴史,https://www.bikemuse.jp/
吹田市立博物館,大阪府,吹田市,登録博物館,市区町村立,歴史,https://www.city.suita.osaka.jp/museum/index.html
正木美術館,大阪府,泉北郡忠岡町,登録博物館,公益財団法人,美術,http://masaki-art-museum.jp/
高槻市立今城塚古代歴史館,大阪府,高槻市,登録博物館,市区町村立,歴史,https://www.city.takatsuki.osaka.jp/site/history/list8.html
高槻市立しろあと歴史館,大阪府,高槻市,登録博物館,市区町村立,歴史,https://www.city.takatsuki.osaka.jp/site/history/4653.html
奥内陶芸美術館,大阪府,豊中市,登録博物館,公益財団法人,美術,http://www.okuuchi-museum.or.jp/
日本民家集落博物館,大阪府,豊中市,登録博物館,公益財団法人,野外博物館,https://www.occh.or.jp/minka/
司馬遼太郎記念館,大阪府,東大阪市,登録博物館,公益財団法人,歴史,https://www.shibazaidan.or.jp/
東大阪市立郷土博物館,大阪府,東大阪市,登録博物館,市区町村立,総合,https://www.city.higashiosaka.lg.jp/0000003607.html
大阪府立近つ飛鳥博物館,大阪府,南河内郡河南町,登録博物館,都道府県立,歴史,http://www.chikatsu-asuka.jp/
◎太子町立竹内街道歴史資料館 ,大阪府,南河内郡太子町,登録博物館,市区町村立,歴史,https://www.town.taishi.osaka.jp/busyo/kyouiku_jimu/syougaigakusyuuka/ivent3/shiryoukan.html
泉佐野市立歴史館いずみさの,大阪府,泉佐野市,指定施設,市区町村立,歴史,https://www.occh.or.jp/?s=event/izumisano/
あべのハルカス美術館,大阪府,大阪市,指定施設,会社,美術,https://www.aham.jp/
海遊館,大阪府,大阪市,指定施設,会社,水族館,https://www.kaiyukan.com/
○大阪国際平和センター（ピースおおさか）,大阪府,大阪市,指定施設,公益財団法人,歴史,https://www.peace-osaka.or.jp/
大阪城天守閣,大阪府,大阪市,指定施設,市区町村立,歴史,https://www.osakacastle.net/
大阪市立住まいのミュージアム（大阪くらしの今昔館）,大阪府,大阪市,指定施設,市区町村立,歴史,https://www.osaka-angenet.jp/konjyakukan/
国立国際美術館,大阪府,大阪市,指定施設,独立行政法人,美術,https://www.nmao.go.jp/
天王寺動物園,大阪府,大阪市,指定施設,地方独立行政法人,動物園,https://www.tennojizoo.jp/
きしわだ自然資料館,大阪府,岸和田市,指定施設,市区町村立,科学,https://www.city.kishiwada.osaka.jp/site/shizenshi/
関西大学博物館,大阪府,吹田市,指定施設,私立大学付属,総合,https://www.kansai-u.ac.jp/Museum/
高槻市立自然博物館（あくあぴあ芥川）,大阪府,高槻市,指定施設,市区町村立,動・水・植物園,http://www.aquapia.net/
大阪大谷大学博物館,大阪府,富田林市,指定施設,私立大学付属,歴史,https://www.osaka-ohtani.ac.jp/facilities/museum/
大阪商業大学商業史博物館,大阪府,東大阪市,指定施設,私立大学付属,歴史,https://ouc.daishodai.ac.jp/museum/
大阪芸術大学博物館,大阪府,南河内郡河南町,指定施設,私立大学付属,美術,https://www.osaka-geidai.ac.jp/guide/museum
八尾市立歴史民俗資料館,大阪府,八尾市,指定施設,市区町村立,歴史,https://rekimin-yao.jp/
芦屋市立美術博物館,兵庫県,芦屋市,登録博物館,市区町村立,美術,https://ashiya-museum.jp/
滴翠美術館,兵庫県,芦屋市,登録博物館,公益財団法人,美術,http://tekisui-museum.biz-web.jp/
俵美術館,兵庫県,芦屋市,登録博物館,公益財団法人,美術,https://www.tawara-museum.or.jp/
尼崎市立歴史博物館,兵庫県,尼崎市,登録博物館,市区町村立,歴史,http://www.archives.city.amagasaki.hyogo.jp/museum/
◎市立伊丹ミュージアム,兵庫県,伊丹市,登録博物館,市区町村立,歴史,https://itami-im.jp/
◎兵庫県立考古博物館　兵庫県立考古博物館加西分館（古代鏡展示館）,兵庫県,加古郡播磨町,登録博物館,都道府県立,歴史,https://www.hyogo-koukohaku.jp/
切手文化博物館,兵庫県,神戸市,登録博物館,一般財団法人,歴史,https://www.kitte-museum-arima.jp/
香雪美術館,兵庫県,神戸市,登録博物館,公益財団法人,美術,https://www.kosetsu-museum.or.jp/
神戸市立小磯記念美術館,兵庫県,神戸市,登録博物館,市区町村立,美術,https://www.city.kobe.lg.jp/kanko/bunka/bunkashisetsu/koisogallery/index.html
神戸市立博物館,兵庫県,神戸市,登録博物館,市区町村立,歴史,https://www.kobecitymuseum.jp/
◎竹中大工道具館,兵庫県,神戸市,登録博物館,公益財団法人,歴史,https://www.dougukan.jp/
白鶴美術館,兵庫県,神戸市,登録博物館,公益財団法人,美術,https://www.hakutsuru-museum.org/
兵庫県立美術館,兵庫県,神戸市,登録博物館,都道府県立,美術,https://www.artm.pref.hyogo.jp/
◎兵庫県立兵庫津ミュージアム,兵庫県,神戸市,登録博物館,都道府県立,歴史,https://hyogo-no-tsu.jp
◎兵庫県立人と自然の博物館,兵庫県,三田市,登録博物館,都道府県立,科学,https://www.hitohaku.jp/
鉄斎美術館,兵庫県,宝塚市,登録博物館,宗教法人,美術,http://www.kiyoshikojin.or.jp/tessai_museum/
たつの市立龍野歴史文化資料館,兵庫県,たつの市,登録博物館,市区町村立,歴史,https://www.city.tatsuno.lg.jp/kanko-bunka-sports/rekishibunkashiryokan/index.html
玄武洞ミュージアム,兵庫県,豊岡市,登録博物館,公益財団法人,総合,https://genbudo-museum.jp/
豊岡市立歴史博物館─但馬国府・国分寺館─,兵庫県,豊岡市,登録博物館,市区町村立,歴史,https://www3.city.toyooka.lg.jp/kokubunjikan/
辰馬考古資料館,兵庫県,西宮市,登録博物館,公益財団法人,歴史,https://hakutaka.jp/tatsuuma.html
◎公益財団法人　西宮市大谷記念美術館,兵庫県,西宮市,登録博物館,公益財団法人,美術,http://otanimuseum.jp/
西宮市立郷土資料館,兵庫県,西宮市,登録博物館,市区町村立,歴史,https://www.nishi.or.jp/bunka/rekishitobunkazai/ritsukyodoshiryokan/index.html
白鹿記念酒造博物館（酒ミュージアム）,兵庫県,西宮市,登録博物館,公益財団法人,歴史,https://sake-museum.jp/
堀江オルゴール博物館,兵庫県,西宮市,登録博物館,公益財団法人,歴史,http://www.orgel-horie.or.jp/main/
◎武庫川女子大学附属総合ミュージアム,兵庫県,西宮市,登録博物館,私立学校法人,総合,https://www.mukogawa-u.ac.jp/~museum/
姫路市立美術館,兵庫県,姫路市,登録博物館,市区町村立,美術,https://www.city.himeji.lg.jp/art/
◎姫路文学館,兵庫県,姫路市,登録博物館,市区町村立,歴史,http://www.himejibungakukan.jp/
◎兵庫県立歴史博物館,兵庫県,姫路市,登録博物館,都道府県立,歴史,https://rekihaku.pref.hyogo.lg.jp/
◎三木美術館,兵庫県,姫路市,登録博物館,会社,美術,https://www.miki-m.jp
南あわじ市滝川記念美術館　玉青館,兵庫県,南あわじ市,登録博物館,市区町村立,美術,https://www.city.minamiawaji.hyogo.jp/soshiki/gyokuseikan/main.html
明石市立天文科学館,兵庫県,明石市,指定施設,市区町村立,科学,https://www.am12.jp/
伊丹市昆虫館,兵庫県,伊丹市,指定施設,市区町村立,科学,https://www.itakon.com/
太子町立歴史資料館,兵庫県,揖保郡太子町,指定施設,市区町村立,歴史,http://www.town.hyogo-taishi.lg.jp/soshikikarasagasu/rekisisiryo/index.html
小野市立好古館,兵庫県,小野市,指定施設,市区町村立,歴史,https://www.city.ono.hyogo.jp/soshikikarasagasu/kokokan/index.html
大阪青山歴史文学博物館,兵庫県,川西市,指定施設,私立大学付属,歴史,https://www.osaka-aoyama.ac.jp/facility/museum/
ROKKO森の音ミュージアム,兵庫県,神戸市,指定施設,会社,歴史,https://www.rokkosan.com/museum/
神戸市立王子動物園,兵庫県,神戸市,指定施設,市区町村立,動物園,http://www.kobe-ojizoo.jp/
神戸市立森林植物園,兵庫県,神戸市,指定施設,市区町村立,植物園,https://www.kobe-park.or.jp/shinrin/
六甲高山植物園,兵庫県,神戸市,指定施設,会社,植物園,https://www.rokkosan.com/hana/
兵庫陶芸美術館,兵庫県,丹波篠山市,指定施設,都道府県立,美術,https://www.mcart.jp/
城崎マリンワールド,兵庫県,豊岡市,指定施設,会社,水族館,https://marineworld.hiyoriyama.co.jp/
関西学院大学博物館,兵庫県,西宮市,指定施設,私立大学付属,総合,https://www.kwansei.ac.jp/museum
西宮市貝類館,兵庫県,西宮市,指定施設,市区町村立,科学,https://www.nishi.or.jp/bunka/bunka/kairuikan/index.html
日本玩具博物館,兵庫県,姫路市,指定施設,個人,歴史,https://japan-toy-museum.org/
姫路科学館,兵庫県,姫路市,指定施設,市区町村立,科学,https://www.city.himeji.lg.jp/atom/
姫路市立水族館,兵庫県,姫路市,指定施設,市区町村立,水族館,https://www.city.himeji.lg.jp/aqua/
姫路市立動物園,兵庫県,姫路市,指定施設,市区町村立,動物園,https://www.city.himeji.lg.jp/dobutuen/
但馬牛博物館,兵庫県,美方郡新温泉町,指定施設,都道府県立,歴史,https://www.tajimabokujyo.jp/?page_id=3
大亀和尚民芸館,奈良県,宇陀市,登録博物館,一般財団法人,美術,http://daiki-mingeikan.or.jp/
香芝市二上山博物館,奈良県,香芝市,登録博物館,市区町村立,総合,https://www.city.kashiba.lg.jp/life/6/39/
橿原市昆虫館,奈良県,橿原市,登録博物館,市区町村立,科学,https://www.city.kashihara.nara.jp/kanko_bunka_sports/konchukan/index.html
奈良県立橿原考古学研究所附属博物館,奈良県,橿原市,登録博物館,都道府県立,歴史,https://www.kashikoken.jp/museum/index.html
歴史に憩う橿原市博物館,奈良県,橿原市,登録博物館,市区町村立,歴史,https://www.city.kashihara.nara.jp/soshiki/1059/gyomu/4/2415.html
葛城市歴史博物館,奈良県,葛城市,登録博物館,市区町村立,歴史,https://www.city.katsuragi.nara.jp/soshiki/rekishihakubutsukan/4/1121.html
市立五條文化博物館,奈良県,五條市,登録博物館,市区町村立,歴史,https://www.city.gojo.lg.jp/soshiki/bunka/1/1/1233.html
水平社博物館,奈良県,御所市,登録博物館,公益財団法人,歴史,http://www1.mahoroba.ne.jp/~suihei/
喜多美術館,奈良県,桜井市,登録博物館,公益財団法人,美術,https://kitamuseum.my.canva.site
春日大社　萬葉植物園（神苑）,奈良県,奈良市,登録博物館,宗教法人,植物園,https://www.kasugataisha.or.jp/manyou-s/
春日大社国宝殿,奈良県,奈良市,登録博物館,宗教法人,美術,https://www.kasugataisha.or.jp/museum/
中野美術館,奈良県,奈良市,登録博物館,公益財団法人,美術,http://www.nakano-museum.jp/
松伯美術館,奈良県,奈良市,登録博物館,公益財団法人,美術,https://www.kintetsu-g-hd.co.jp/culture/shohaku/
寧楽美術館,奈良県,奈良市,登録博物館,公益財団法人,美術,https://isuien.or.jp/museum
法隆寺大宝蔵殿,奈良県,生駒郡斑鳩町,指定施設,宗教法人,歴史,http://www.horyuji.or.jp/garan/daihozoin/
高松塚壁画館,奈良県,高市郡明日香村,指定施設,公益財団法人,歴史,https://www.asukabito.or.jp/hekigakan.html
○奈良文化財研究所　飛鳥資料館,奈良県,高市郡明日香村,指定施設,独立行政法人,歴史,https://www.nabunken.go.jp/asuka/
天理大学附属天理参考館,奈良県,天理市,指定施設,私立大学付属,歴史,https://www.sankokan.jp/
帝塚山大学附属博物館,奈良県,奈良市,指定施設,私立大学付属,歴史,https://www.tezukayama-u.ac.jp/museum/
○奈良国立博物館,奈良県,奈良市,指定施設,独立行政法人,美術,https://www.narahaku.go.jp/
奈良大学博物館,奈良県,奈良市,指定施設,私立大学付属,歴史,https://www.nara-u.ac.jp/facilities/museum/
